CenINum,CenNom,CenFOpe,CenFecOpeIni,CenFecOpeFin,CenEmiFMDL,CenEmiFDpz,CenEmiDpz [tCO2e/GWh],CenFERNC,CenUbc,CenBar,CenFDua,CenDua,CenPotMax,CenPotMin,CenKxxx/kWh,CenCosVar,CenCosTrp,CenRenTer,CenCosOpe,CenDisEne,CenEtaCVar,CenEtaCTrp,CenConPro%,CenFInv,CenFecInv,CenVI,CenCOMA,CenVidUti,CenEtaCOMA,CenEmp,CenCmr,CenAux
1115,Yungay 04 Diesel,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,40.99697543,0,0.376,708.572,0,0.297,57.8,0.999068493,Yungay Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1116,Yungay 04 CC Diesel,F,MesEne-2014,*,F,T,713,F,SIC,Charrua 220,F,*,40.99697543,0,0.376,708.572,0,0.297,57.8,0.999068493,Yungay Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1117,cholguan 00,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,9,0,1,6.844,0,5.78,2.7,0.967,Cholguan 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Petróleo N°6
1118,cholguan 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,4,0,1,551.6,0,0.32,2.7,0.967,Cholguan 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Petróleo N°6
1119,Los Pinos,T,*,*,F,T,823,F,SIC,Los Vilos 220,F,*,102.839478,0,0.20412,492.657,0,0.1945944,4.5,0.95,Los Pinos Diesel,*,0,F,*,0,0,24,*,COLBÚN,COLBÚN,Petróleo Diesel
1120,Santa Lidia,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,137.61,0,0.376,620.619,0,0.264,3.53,0.979,Santa Lidia Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1121,Santa Fe 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,17.02,0,1,5.41,0,2.03,5,0.967,Santa Fe 01,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1122,Santa Fe 02,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,16.83,0,1,13.82,0,1.8,5,0.967,Santa Fe 02,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1123,Santa Fe 03,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,16.14,0,1,19.26,0,1.88,5,0.967,Santa Fe 03,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1124,Santa Fe 04,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10.76,0,1,38.52,0,5.59,5,0.967,Santa Fe 04,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1125,Laja CMPC 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,5,0,1,0,0,0.89,0,0.967,Laja CMPC 01,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1126,Laja CMPC 02,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10,0,1,31.7,0,0.89,6.9,0.967,Laja CMPC 02,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1127,Laja CMPC 03,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10,0,1,96.93,0,0.797998556,6.9,0.967,Laja CMPC 03,*,0,F,*,0,0,24,*,CMPC,CMPC,Biomasa
1128,Santa Maria,T,*,*,F,T,945,F,SIC,Charrua 220,F,*,341.991,0,0.376,80.623,0,0.352,3,0.979,Santa María,*,0,F,*,0,0,24,*,COLBÚN,COLBÚN,Carbón
1129,Pacífico CMPC 01,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,11.6,0,1,0,0,1.18,0,0.967,Pacifico CMPC 01,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa-Petróleo N°6
1130,Pacífico CMPC 02,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,10.9,0,1,26.525,0,1.18,0,0.967,Pacifico CMPC 02,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa-Petróleo N°6
1131,Pacífico CMPC 03,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,10.5,0,1,485,0,0.271340206,0,0.967,Pacifico CMPC 03,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa-Petróleo N°6
1132,Bocamina 02,T,*,*,F,T,920,F,SIC,Charrua 220,F,*,322.48,0,0.365896879,108.948,0,0.377821872,4.3,0.875,Bocamina,*,0,F,*,0,0,24,*,Endesa,Endesa,Carbón
1133,Laja 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,7.917,0,1,4.931,0,8.82,3.403,0.967,Laja Energía Verde 01,*,0,F,*,0,0,24,*,ENERGÍA VERDE,ENERGÍA VERDE,Desechos Forestales
1134,Laja 02,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,3.549,0,1,0,0,1,0,0.967,Laja Energía Verde 02,*,0,F,*,0,0,24,*,ENERGÍA VERDE,ENERGÍA VERDE,Desechos Forestales
1135,Masisa,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,11,0,1,6.33,0,5.96,3.4,0.95,Masisa,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1136,Negrete Cuel,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,32.4951,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,MRP,MRP,Eolica
1137,Escuadron 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10.61229508,0,1,23.8,0,1.85,4.8,0.967,Escuadrón 01,*,0,F,*,0,0,24,*,F.P.C.,F.P.C.,Biomasa
1138,Escuadron 02,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,1.841803279,0,1,23.8,0,1.85,4.8,0.967,Escuadrón 02,*,0,F,*,0,0,24,*,F.P.C.,F.P.C.,Biomasa
1139,Petropower,T,*,*,F,T,3158,F,SIC,Charrua 220,F,*,62.9775,0,1,0,0,-,3.9,0.967,Petropower,*,0,F,*,0,0,24,*,FOSTER WHEELER,FOSTER WHEELER,Petróleo Diesel
1140,Bocamina 01,T,*,*,F,T,955,F,SIC,Charrua 220,F,*,122.2,0,0.38,108.948,0,0.38,7.349,0.875,Bocamina,*,0,F,*,0,0,24,*,Endesa,Endesa,Carbón
1141,Coronel TG Diesel,T,*,*,F,T,715,F,SIC,Charrua 220,F,*,46.81,0,0.2263,577.311,0,0.22815,17.225,0.95,Coronel TG Diesel,*,0,F,*,0,0,24,*,SGA,SGA,Petróleo Diesel
1142,Arauco 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10,0,1,3.667,0,5.47,3.9,0.948,Arauco 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1143,Arauco 02,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10,0,1,3.667,0,5.47,3.9,0.948,Arauco 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1144,Arauco 03,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,4,0,1,3.667,0,5.47,3.9,0.948,Arauco 03,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1145,Horcones TG Diesel,T,*,*,F,T,1209,F,SIC,Charrua 220,F,*,24.3,0,0.383,593.727,0,0.347,10,0.95,Horcones TG Diesel,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Petróleo Diesel
1146,Los Guindos,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,138.305,0,0.376,651.044,0,0.2443,3.25,0.979,Los Guindos TG Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1147,Orafti,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,0.5,0,0.2187,369.067,0,0.231,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1148,Eólica Lebu,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,6.50076,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1149,Lebu,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,2.4,0,0.2187,369.067,0,0.2416,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1150,Ancali 1,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,1.56,0,1,0,0,5.96,15,0.979,Ancalí,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1151,Coelemu,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,5.89016,0,1,0,0,5.3,0,0.979,Coelemu Biomasa,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1152,Energía Biobio,F,*,*,F,F,1143,T,SIC,Charrua 220,F,*,7.1496,0,1,0,0,5.96,9.83,0.979,Energía BioBio,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1153,HBS,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,2.2,0,1,6.33,0,5.96,3.4,0.967,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1154,Eagon,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,2.4,0,0.2187,369.067,0,0.22125,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1155,JCE,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,0.8,0,0.2187,369.067,0,0.217074,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1156,Los Alamos,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,0.8,0,0.2187,369.067,0,0.2416,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1157,Tirúa,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,1.9,0,0.2187,369.067,0,0.2672,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1158,Trongol,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,2.8,0,0.2187,369.067,0,0.2296,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1159,Cañete,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,4,0,0.2187,369.067,0,0.2416,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1160,Lautaro 1/1,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,16,0,1,11.637,0,1.64,9.7,0.956504223,Lautaro 01-1,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa-Licor Negro-Petróleo N°6
1161,Lautaro 1/2,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,10,0,1,33.427,0,1.49,9.7,0.956504223,Lautaro 01-2,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa-Licor Negro-Petróleo N°6
1162,Lautaro 2,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,20.24,0,1,28.713,0,0.85,9.8,0.9231,Lautaro 02,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1163,Lonquimay,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,1.2,0,0.2187,369.067,0,0.2672,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1164,Chufken,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,1.6,0,0.2187,369.067,0,0.2416,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1165,Curacautin,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,2.4,0,0.2187,369.067,0,0.2204136,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1166,Los Sauces 2,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,1.5,0,0.2187,369.067,0,0.263,38.81,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1167,Chuyaca,T,*,*,F,T,691,F,SIC,Rahue 220,F,*,11.3,0,0.219,598.666,0,0.2535,21.632,0.95,Chuyaca Diesel,*,0,F,*,0,0,24,*,SGA,SGA,Petróleo Diesel
1168,Degañ,T,*,*,F,T,691,F,SIC,Chiloe 220,F,*,36,0,0.219,633.246,0,0.2187438,33.3,0.95,Degañ Diesel,*,0,F,*,0,0,24,*,SGA,SGA,Petróleo Diesel
1169,Quellon 02,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,7,0,0.219,609,0,0.2535,28.297,0.95,Quellón Diesel,*,0,F,*,0,0,24,*,SGA,SGA,Petróleo Diesel
1170,Trapen,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,80.838,0,0.219,582.428,0,0.2193,28,0.95,Trapén Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1171,Chiloé,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,9,0,0.219,635.084,0,0.281746032,39.27,0.95,Chiloe Diesel,*,0,F,*,0,0,24,*,ELEKTRAGEN GENERACIÓN,ELEKTRAGEN GENERACIÓN,Petróleo Diesel
1172,San Pedro Eólico,T,*,*,F,F,0,T,SIC,Puerto Montt 220,F,*,36,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1173,Contulmo,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,0.8,0,0.2187,369.067,0,0.217074,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1174,Louisiana Pacific 2,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,3.2,0,0.2187,369.067,0,0.217074,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1175,Los Sauces 1,T,*,*,F,T,691,F,SIC,Charrua 220,F,*,1.5,0,0.2187,369.067,0,0.263,38.81,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1176,Biomar,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,2.4,0,0.219,369.067,0,0.22125,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1177,Multiexport II,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,1.6,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1178,Louisiana Pacific,T,*,*,F,T,691,F,SIC,Temuco 220,F,*,2.9,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1179,Multiexport I,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,0.8,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1180,Quellon 01,F,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,7,0,0.219,609,0,0.2535,28.297,0.95,Quellón Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1181,Salmofood I,T,*,*,F,T,691,F,SIC,Chiloe 220,F,*,1.6,0,0.219,369.067,0,0.23,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1182,Salmofood II,T,*,*,F,T,691,F,SIC,Chiloe 220,F,*,1.6,0,0.219,369.067,0,0.22,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1183,Skretting,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,2.7,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1184,Skretting Osorno,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,3,0,0.219,369.067,0,0.217074,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1185,Watt,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,0.8,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1186,Watt II,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,1.6,0,0.219,369.067,0,0.2212485,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1187,Danisco,T,*,*,F,T,691,F,SIC,Puerto Montt 220,F,*,0.8,0,0.219,369.067,0,0.217074,0,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1188,valdivia 01,T,*,*,F,T,1143,F,SIC,Ciruelos 220,F,*,6,0,1,0,0,1.68,0,0.967,Valdivia 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1189,valdivia 02,T,*,*,F,T,1143,F,SIC,Ciruelos 220,F,*,9,0,1,2.167,0,6.21,0,0.967,Valdivia 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1190,valdivia 03,T,*,*,F,T,1143,F,SIC,Ciruelos 220,F,*,6,0,1,3.3,0,6.21,4.8,0.967,Valdivia 03,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1191,valdivia 04,T,*,*,F,T,1143,F,SIC,Ciruelos 220,F,*,40,0,1,424,0,0.35,4.8,0.967,Valdivia 04,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1192,Antilhue TG 01,T,*,*,F,T,726,F,SIC,Ciruelos 220,F,*,50.29938,0,0.23,515.861,0,0.234816754,2.8,0.95,Antilhue TG,*,0,F,*,0,0,24,*,COLBÚN,COLBÚN,Petróleo Diesel
1193,Antilhue TG 02,T,*,*,F,T,726,F,SIC,Ciruelos 220,F,*,50.99112,0,0.23,515.861,0,0.234816754,2.8,0.95,Antilhue TG,*,0,F,*,0,0,24,*,COLBÚN,COLBÚN,Petróleo Diesel
1194,Calle-Calle,T,*,*,F,T,691,F,SIC,Ciruelos 220,F,*,7.2,0,0.219,603.723,0,0.22815,21.686,0.95,Calle Calle Diesel,*,0,F,*,0,0,24,*,SGA,SGA,Petróleo Diesel
1195,Luz del Norte FV,T,*,*,F,F,0,T,SIC,Carrera Pinto 220,F,*,141,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1196,El Pilar Los Amarillos,T,MesDic-2016,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1197,Cordillera 01,T,*,*,F,T,945,F,SIC,Alto Jahuel 220,F,*,4,0,1,0,0,0.112,1.4,0.95,Cordillera CMPC 01,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1198,Cordillera 02,T,*,*,F,T,945,F,SIC,Alto Jahuel 220,F,*,8,0,1,301,0,0.111,1.4,0.95,Cordillera CMPC 02,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1199,Cordillera 03,T,*,*,F,T,945,F,SIC,Alto Jahuel 220,F,*,12,0,1,734,0,0.120395095,1.4,0.95,Cordillera CMPC 03,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1200,CMPC Tissue,T,*,*,F,T,868,F,SIC,Melipilla 220,F,*,4,0,1,9.139,0,10.13235149,25.2,0.979,GNL Tissue,*,0,F,*,0,0,24,*,CMPC,CMPC,GNL
1201,Pampa Solar Norte,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,69,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1202,Conejo I,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,104,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1203,Lagunilla,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,2.95,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1204,Carrera Pinto Etapa I,T,*,*,F,F,0,T,SIC,Carrera Pinto 220,F,*,20,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1205,Los Buenos Aires,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,23.85,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1206,Renaico,T,MesAbr-2016,*,F,F,0,T,SIC,Temuco 220,F,*,88,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1207,Solar Loma los colorados,T,*,*,F,F,0,T,SIC,Polpaico 220,F,*,1.07,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1208,La Chapeana,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,2.8,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1209,Las Mollacas,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,2.8,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1210,Solar Cardones,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,0.44,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1211,La Silla,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,1.9,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1212,Andes Generación TG1,T,*,*,F,T,691,F,SIC,Diego de Almagro 220,F,*,6.11,0,1,378.162,0,0.240886159,20.832,0.95,Andes_TG,*,0,F,*,0,0,24,*,ANDES GENERACIÓN,ANDES GENERACIÓN,Petróleo Diesel
1213,Andes Generación TG2,T,*,*,F,T,691,F,SIC,Diego de Almagro 220,F,*,6.11,0,1,378.162,0,0.240886159,20.832,0.95,Andes_TG,*,0,F,*,0,0,24,*,ANDES GENERACIÓN,ANDES GENERACIÓN,Petróleo Diesel
1214,Andes Generación TG3,T,*,*,F,T,691,F,SIC,Diego de Almagro 220,F,*,6.11,0,1,378.162,0,0.236837652,20.832,0.95,Andes_TG,*,0,F,*,0,0,24,*,ANDES GENERACIÓN,ANDES GENERACIÓN,Petróleo Diesel
1215,Andes Generación TG4,T,*,*,F,T,691,F,SIC,Diego de Almagro 220,F,*,12.22,0,1,378.162,0,0.24695892,20.832,0.95,Andes_TG,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1216,Huajache,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,6,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1217,Raki,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,9,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1218,Luna,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,2.96,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1219,Sol,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,2.96,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1220,Eólica Lebu II,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,3.47,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1221,Eólica La Esperanza,T,*,*,F,F,0,T,SIC,Charrua 220,F,*,10.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1222,Santa Julia,T,MesMay-2016,*,F,F,0,T,SIC,Los Vilos 220,F,*,3,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1223,Guanaco Solar,F,MesEne-2018,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,50,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1224,Valleland,F,MesEne-2017,*,F,F,0,T,SIC,Cardones 220,F,*,67.4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1225,Quilapilún,T,MesDic-2016,*,F,F,0,T,SIC,Polpaico 220,F,*,103.2,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1226,Doña Carmen,F,MesMay-2017,*,F,T,823,F,SIC,Los Vilos 220,F,*,48,0,1,369.067,0,0.22355,47.33,0.95,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1227,Carrera Pinto Etapa II,T,*,*,F,F,0,T,SIC,Carrera Pinto 220,F,*,73.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1228,Pelícano,T,MesJun-2017,*,F,F,0,T,SIC,Don Hector 220,F,*,100,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1229,CTM3 SING,T,MesMar-2018,*,F,T,881,F,SIC,Los Changos 220,F,*,200.897,0,0.279,0.178217078,0,224.6531965,4.65,0.977,GNL EDELNOR SIC,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1230,El Romero,T,MesSep-2016,*,F,F,0,T,SIC,Don Hector 220,F,*,196,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1231,Valle Solar,F,MesAgo-2018,*,F,F,0,T,SIC,Maitencillo 220,F,*,74,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1232,Los Loros,T,MesJun-2016,*,F,F,0,T,SIC,Cardones 220,F,*,45.82,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1233,San Juan I,T,MesSep-2016,*,F,F,0,T,SIC,Punta Colorada 220,F,*,33,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1234,San Juan II,T,MesOct-2016,*,F,F,0,T,SIC,Punta Colorada 220,F,*,29.7,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
